kor,eng
예흠,"Yeheum, Yehum"
예희,Yehui
예흰,Yehuin
예히,Yehi
예힘,Yehim
옌,Yen
옌나,Yenna
옌난,Yennan
옌띠,Yenddi
옌무,"Yenmoo, Yenmu"
옌스,"Yenseu, Yensu"
옌시,Yensi
옌야,Yenya
옌조,Yenjo
옌지,Yenji
옌징,Yenjing
옐,Yel
옐리,Yelri
옐림,Yelrim
오,O
오가,Oga
오건,"Ogeon, Ogun"
오결,"Ogyeol, Ogyul, Ogyoul"
오겸,"Ogyeom, Ogyum, Ogyoum"
오경,"Ogyeong, Ogyung, Ogyoung"
오곤,Ogon
오공,Ogong
오관,"Ogwan, Ogoan"
오광,"Ogwang, Ogoang"
오교,Ogyo
오국,"Ogook, Oguk, Ogoock, Oguck, Ogoog, Ogug"
오군,"Ogoon, Ogun"
오권,"Ogwon, Oguon"
오규,Ogyu
오균,Ogyun
오근,"Ogeun, Ogun"
오금,"Ogeum, Ogum"
오기,Ogi
오나,Ona
오남,Onam
오너,"Oneo, Onu"
오네,One
오뉴,Onyu
오늘,"Oneul, Onul"
오닌,Onin
오님,Onim
오단,Odan
오담,Odam
오대,Odae
오덕,"Odeok, Oduck, Odug"
오델,Odel
오돈,Odon
오동,Odong
오두,Odwoo
오득,"Odeuk, Oduck, Odug"
오들,"Odeul, Odul"
오딘,Odin
오딜,Odil
오또,Oddo
오라,Ora
오란,Oran
오람,Oram
오랑,Orang
오래,Orae
오랜,Oraen
오량,Oryang
오련,"Oryeon, Oryun, Oryoun"
오령,"Oryeong, Oryung, Oryoung"
오례,Orye
오롯,Oros
오룡,Oryong
오륜,Oryun
오르,"Oreu, Oru"
오른,"Oreun, Orun"
오름,"Oreum, Orum"
오린,Orin
오림,Orim
오만,Oman
오말,Omal
오명,"Omyeong, Omyung, Omyoung"
오목,"Omok, Omock, Omog"
오몽,Omong
오묘,Omyo
오미,Omi
오민,Omin
오반,Oban
오백,"Obaek, Obaeck, Obaeg"
오범,"Obeom, Obum"
오베,Obe
오벳,Obes
오별,"Obyeol, Obyul, Obyoul"
오병,"Obyeong, Obyung, Obyoung"
오복,"Obok, Obock, Obog"
오봉,Obong
오분,"Oboon, Obun"
오비,Obi
오빈,Obin
오빛,Obich
오사,Osa
오산,Osan
오삼,Osam
오상,Osang
오생,Osaeng
오서,"Oseo, Osu"
오석,"Oseok, Osuck, Osug"
오선,"Oseon, Osun"
오설,"Oseol, Osul"
오섭,"Oseob, Osub"
오성,"Oseong, Osung"
오세,Ose
오셉,Oseb
오션,"Osyeon, Osyun, Osyoun"
오소,Oso
오솔,Osol
오솜,Osom
오송,Osong
오수,"Osoo, Osu"
오숙,"Osook, Osuk, Osoock, Osuck, Osoog, Osug"
오순,"Osoon, Osun"
오슬,"Oseul, Osul"
오습,"Oseub, Osub"
오승,"Oseung, Osung"
오식,"Osik, Osick, Osig"
오신,Osin
오실,Osil
오아,Oa
오안,Oan
오앤,Oaen
오야,Oya
오언,"Oeon, Oun"
오엔,Oen
오엘,Oel
오연,"Oyeon, Oyun, Oyoun"
오열,"Oyeol, Oyul, Oyoul"
오엽,"Oyeob, Oyub, Oyoub"
오영,"Oyeong, Oyung, Oyoung"
오예,Oye
오온,Oon
오왼,"Ooen, Ooin"
오용,Oyong
오우,Owoo
오욱,"Owook, Owoock, Owoog"
오운,Owoon
오웅,Owoong
오원,"Owon, Ouon"
오월,"Owol, Ouol"
오웬,"Owen, Ouen"
오웰,"Owel, Ouel"
오유,Oyu
오윤,Oyun
오율,Oyul
오은,"Oeun, Oun"
오을,"Oeul, Oul"
오음,"Oeum, Oum"
오익,"Oik, Oick, Oig"
오인,Oin
오일,Oil
오임,Oim
오자,Oja
오재,Ojae
오정,"Ojeong, Ojung"
오제,Oje
오조,Ojo
오종,Ojong
오주,"Ojoo, Oju"
오준,"Ojoon, Ojun"
오중,"Ojoong, Ojung"
오쥰,Ojyun
오지,Oji
오직,"Ojik, Ojick, Ojig"
오진,Ojin
오집,Ojib
오찬,Ochan
오참,Ocham
오창,Ochang
오철,"Ocheol, Ochul"
오춘,"Ochoon, Ochun"
오탁,"Otak, Otack, Otag"
오태,Otae
오택,"Otaek, Otaeck, Otaeg"
오토,Oto
오톰,Otom
오팔,Opal
오플,"Opeul, Opul"
오하,Oha
오한,Ohan
오행,Ohaeng
오헌,"Oheon, Ohun"
오혁,"Ohyeok, Ohyuck, Ohyoug"
오현,"Ohyeon, Ohyun, Ohyoun"
오형,"Ohyeong, Ohyung, Ohyoung"
오호,Oho
오홍,Ohong
오환,"Ohwan, Ohoan"
오후,"Ohoo, Ohu"
오훈,"Ohoon, Ohun"
오휘,Ohwi
오흔,"Oheun, Ohun"
오흘,"Oheul, Ohul"
오희,Ohui
옥,"Ok, Ock, Og"
옥가,"Okga, Ockga, Ogga"
옥건,"Okgeon, Ockgun, Oggun"
옥걸,"Okgeol, Ockgul, Oggul"
옥경,"Okgyeong, Ockgyung, Oggyoung"
옥곤,"Okgon, Ockgon, Oggon"
옥광,"Okgwang, Ockgoang, Oggoang"
옥교,"Okgyo, Ockgyo, Oggyo"
옥구,"Okgoo, Okgu, Ockgoo, Ockgu, Oggoo, Oggu"
옥국,"Okgook, Okguk, Ockgoock, Ockguck, Oggoog, Oggug"
옥귀,"Okgwi, Ockgwi, Oggwi"
옥규,"Okgyu, Ockgyu, Oggyu"
옥균,"Okgyun, Ockgyun, Oggyun"
옥근,"Okgeun, Ockgun, Oggun"
옥금,"Okgeum, Ockgum, Oggum"
옥기,"Okgi, Ockgi, Oggi"
옥나,"Okna, Ockna, Ogna"
옥낙,"Oknak, Ocknack, Ognag"
옥난,"Oknan, Ocknan, Ognan"
옥남,"Oknam, Ocknam, Ognam"
옥네,"Okne, Ockne, Ogne"
옥녀,"Oknyeo, Ocknyu, Ognyou"
옥년,"Oknyeon, Ocknyun, Ognyoun"
옥노,"Okno, Ockno, Ogno"
옥늠,"Okneum, Ocknum, Ognum"
옥님,"Oknim, Ocknim, Ognim"
옥다,"Okda, Ockda, Ogda"
옥단,"Okdan, Ockdan, Ogdan"
옥담,"Okdam, Ockdam, Ogdam"
옥덕,"Okdeok, Ockduck, Ogdug"
옥도,"Okdo, Ockdo, Ogdo"
옥동,"Okdong, Ockdong, Ogdong"
옥두,"Okdwoo, Ockdwoo, Ogdwoo"
옥둘,"Okdwool, Ockdwool, Ogdwool"
옥란,"Okran, Ockran, Ogran"
옥랑,"Okrang, Ockrang, Ograng"
옥래,"Okrae, Ockrae, Ograe"
옥량,"Okryang, Ockryang, Ogryang"
옥려,"Okryeo, Ockryu, Ogryou"
옥련,"Okryeon, Ockryun, Ogryoun"
옥렬,"Okryeol, Ockryul, Ogryoul"
옥령,"Okryeong, Ockryung, Ogryoung"
옥례,"Okrye, Ockrye, Ogrye"
옥륜,"Okryun, Ockryun, Ogryun"
옥률,"Okryul, Ockryul, Ogryul"
옥리,"Okri, Ockri, Ogri"
옥린,"Okrin, Ockrin, Ogrin"
옥림,"Okrim, Ockrim, Ogrim"
옥만,"Okman, Ockman, Ogman"
옥매,"Okmae, Ockmae, Ogmae"
옥명,"Okmyeong, Ockmyung, Ogmyoung"
옥묘,"Okmyo, Ockmyo, Ogmyo"
옥미,"Okmi, Ockmi, Ogmi"
옥민,"Okmin, Ockmin, Ogmin"
옥방,"Okbang, Ockbang, Ogbang"
옥별,"Okbyeol, Ockbyul, Ogbyoul"
옥봉,"Okbong, Ockbong, Ogbong"
옥분,"Okboon, Okbun, Ockboon, Ockbun, Ogboon, Ogbun"
옥붕,"Okboong, Okbung, Ockboong, Ockbung, Ogboong, Ogbung"
옥비,"Okbi, Ockbi, Ogbi"
옥빈,"Okbin, Ockbin, Ogbin"
옥빛,"Okbich, Ockbich, Ogbich"
옥산,"Oksan, Ocksan, Ogsan"
옥삼,"Oksam, Ocksam, Ogsam"
옥상,"Oksang, Ocksang, Ogsang"
옥생,"Oksaeng, Ocksaeng, Ogsaeng"
옥서,"Okseo, Ocksu, Ogsu"
옥석,"Okseok, Ocksuck, Ogsug"
옥선,"Okseon, Ocksun, Ogsun"
옥설,"Okseol, Ocksul, Ogsul"
옥섬,"Okseom, Ocksum, Ogsum"
옥섭,"Okseob, Ocksub, Ogsub"
옥성,"Okseong, Ocksung, Ogsung"
옥수,"Oksoo, Oksu, Ocksoo, Ocksu, Ogsoo, Ogsu"
옥숙,"Oksook, Oksuk, Ocksoock, Ocksuck, Ogsoog, Ogsug"
옥순,"Oksoon, Oksun, Ocksoon, Ocksun, Ogsoon, Ogsun"
옥술,"Oksool, Oksul, Ocksool, Ocksul, Ogsool, Ogsul"
옥식,"Oksik, Ocksick, Ogsig"
옥신,"Oksin, Ocksin, Ogsin"
옥실,"Oksil, Ocksil, Ogsil"
옥심,"Oksim, Ocksim, Ogsim"
옥아,"Oka, Ocka, Oga"
옥안,"Okan, Ockan, Ogan"
옥애,"Okae, Ockae, Ogae"
옥양,"Okyang, Ockyang, Ogyang"
옥여,"Okyeo, Ockyu, Ogyou"
옥연,"Okyeon, Ockyun, Ogyoun"
옥열,"Okyeol, Ockyul, Ogyoul"
옥엽,"Okyeob, Ockyub, Ogyoub"
옥영,"Okyeong, Ockyung, Ogyoung"
옥예,"Okye, Ockye, Ogye"
옥완,"Okwan, Ockoan, Ogoan"
옥용,"Okyong, Ockyong, Ogyong"
옥우,"Okoo, Oku, Ockoo, Ocku, Ogoo, Ogu"
옥윤,"Okyun, Ockyun, Ogyun"
옥의,"Okui, Ockui, Ogui"
옥이,"Oki, Ocki, Ogi"
옥인,"Okin, Ockin, Ogin"
옥임,"Okim, Ockim, Ogim"
옥자,"Okja, Ockja, Ogja"
옥재,"Okjae, Ockjae, Ogjae"
옥전,"Okjeon, Ockjun, Ogjun"
옥점,"Okjeom, Ockjum, Ogjum"
옥정,"Okjeong, Ockjung, Ogjung"
옥제,"Okje, Ockje, Ogje"
옥조,"Okjo, Ockjo, Ogjo"
옥주,"Okjoo, Okju, Ockjoo, Ockju, Ogjoo, Ogju"
옥준,"Okjoon, Okjun, Ockjoon, Ockjun, Ogjoon, Ogjun"
옥줄,"Okjool, Okjul, Ockjool, Ockjul, Ogjool, Ogjul"
옥중,"Okjoong, Okjung, Ockjoong, Ockjung, Ogjoong, Ogjung"
옥지,"Okji, Ockji, Ogji"
옥진,"Okjin, Ockjin, Ogjin"
옥짬,"Okjjam, Ockjjam, Ogjjam"
옥찬,"Okchan, Ockchan, Ogchan"
옥채,"Okchae, Ockchae, Ogchae"
옥천,"Okcheon, Ockchun, Ogchun"
옥철,"Okcheol, Ockchul, Ogchul"
옥청,"Okcheong, Ockchung, Ogchung"
옥추,"Okchoo, Okchu, Ockchoo, Ockchu, Ogchoo, Ogchu"
옥춘,"Okchoon, Okchun, Ockchoon, Ockchun, Ogchoon, Ogchun"
옥출,"Okchool, Okchul, Ockchool, Ockchul, Ogchool, Ogchul"
옥충,"Okchoong, Okchung, Ockchoong, Ockchung, Ogchoong, Ogchung"
옥취,"Okchwi, Ockchwi, Ogchwi"
옥태,"Oktae, Ocktae, Ogtae"
옥토,"Okto, Ockto, Ogto"
옥평,"Okpyeong, Ockpyung, Ogpyoung"
옥표,"Okpyo, Ockpyo, Ogpyo"
옥하,"Okha, Ockha, Ogha"
옥한,"Okhan, Ockhan, Oghan"
옥합,"Okhab, Ockhab, Oghab"
옥항,"Okhang, Ockhang, Oghang"
옥해,"Okhae, Ockhae, Oghae"
옥행,"Okhaeng, Ockhaeng, Oghaeng"
옥향,"Okhyang, Ockhyang, Oghyang"
옥헌,"Okheon, Ockhun, Oghun"
옥현,"Okhyeon, Ockhyun, Oghyoun"
옥형,"Okhyeong, Ockhyung, Oghyoung"
옥혜,"Okhye, Ockhye, Oghye"
옥호,"Okho, Ockho, Ogho"
옥홍,"Okhong, Ockhong, Oghong"
옥화,"Okhwa, Ockhoa, Oghoa"
옥환,"Okhwan, Ockhoan, Oghoan"
옥황,"Okhwang, Ockhoang, Oghoang"
옥효,"Okhyo, Ockhyo, Oghyo"
옥훈,"Okhoon, Okhun, Ockhoon, Ockhun, Oghoon, Oghun"
옥휴,"Okhyu, Ockhyu, Oghyu"
옥흔,"Okheun, Ockhun, Oghun"
옥흠,"Okheum, Ockhum, Oghum"
옥희,"Okhui, Ockhui, Oghui"
온,On
온감,Ongam
온건,"Ongeon, Ongun"
온결,"Ongyeol, Ongyul, Ongyoul"
온겸,"Ongyeom, Ongyum, Ongyoum"
온경,"Ongyeong, Ongyung, Ongyoung"
온고,Ongo
온교,Ongyo
온규,Ongyu
온근,"Ongeun, Ongun"
온금,"Ongeum, Ongum"
온기,Ongi
온길,Ongil
온늘,"Onneul, Onnul"
온다,Onda
온닥,"Ondak, Ondack, Ondag"
온단,Ondan
온달,Ondal
온담,Ondam
온대,Ondae
온도,Ondo
온동,Ondong
온들,"Ondeul, Ondul"
온래,Onrae
온류,Onryu
온률,Onryul
온리,Onri
온린,Onrin
온림,Onrim
온맘,Onmam
온목,"Onmok, Onmock, Onmog"
온미,Onmi
온민,Onmin
온범,"Onbeom, Onbum"
온별,"Onbyeol, Onbyul, Onbyoul"
온보,Onbo
온봄,Onbom
온비,Onbi
온빈,Onbin
온빛,Onbich
온산,Onsan
온상,Onsang
온새,Onsae
온샘,Onsaem
온서,"Onseo, Onsu"
온석,"Onseok, Onsuck, Onsug"
온선,"Onseon, Onsun"
온설,"Onseol, Onsul"
온섭,"Onseob, Onsub"
온성,"Onseong, Onsung"
온세,Onse
온솔,Onsol
온솜,Onsom
온수,"Onsoo, Onsu"
온숙,"Onsook, Onsuk, Onsoock, Onsuck, Onsoog, Onsug"
온순,"Onsoon, Onsun"
온숲,"Onsoop, Onsup"
온슬,"Onseul, Onsul"
온승,"Onseung, Onsung"
온식,"Onsik, Onsick, Onsig"
온아,Ona
온영,"Onyeong, Onyung, Onyoung"
온예,Onye
온와,"Onwa, Onoa"
온요,Onyo
온우,"Onoo, Onu"
온위,Onwi
온유,Onyu
온윤,Onyun
온율,Onyul
온은,"Oneun, Onun"
온을,"Oneul, Onul"
온음,"Oneum, Onum"
온의,Onui
온이,Oni
온인,Onin
온일,Onil
온재,Onjae
온전,"Onjeon, Onjun"
온정,"Onjeong, Onjung"
온제,Onje
온조,Onjo
온종,Onjong
온주,"Onjoo, Onju"
온준,"Onjoon, Onjun"
온중,"Onjoong, Onjung"
온지,Onji
온진,Onjin
온찬,Onchan
온채,Onchae
온체,Onche
온파,Onpa
온평,"Onpyeong, Onpyung, Onpyoung"
온하,Onha
온한,Onhan
온함,Onham
온해,Onhae
온향,Onhyang
온혁,"Onhyeok, Onhyuck, Onhyoug"
온현,"Onhyeon, Onhyun, Onhyoun"
온혜,Onhye
온호,Onho
온화,"Onhwa, Onhoa"
온효,Onhyo
온후,"Onhoo, Onhu"
온휘,Onhwi
온휴,Onhyu
온휼,Onhyul
온흠,"Onheum, Onhum"
온희,Onhui
올,Ol
올가,Olga
올든,"Oldeun, Oldun"
올라,Olra
올람,Olram
올렉,"Olrek, Olreck, Olreg"
올리,Olri
올린,Olrin
올림,Olrim
올립,Olrib
올비,Olbi
올슨,"Olseun, Olsun"
올윈,Olwin
올찬,Olchan
올하,Olha
올한,Olhan
옮음,"Olmeum, Olmum"
옳아,Olha
옳은,"Olheun, Olhun"
옳음,"Olheum, Olhum"
옴우,"Omoo, Omu"
옹성,"Ongseong, Ongsung"
옹심,Ongsim
와나,"Wana, Oana"
와니,"Wani, Oani"
와다,"Wada, Oada"
와따,"Wadda, Oadda"
와래,"Warae, Oarae"
와로,"Waro, Oaro"
와룡,"Waryong, Oaryong"
와세,"Wase, Oase"
와야,"Waya, Oaya"
와영,"Wayeong, Oayung, Oayoung"
와온,"Waon, Oaon"
와우,"Wawoo, Oawoo"
와인,"Wain, Oain"
와임,"Waim, Oaim"
와주,"Wajoo, Waju, Oajoo, Oaju"
와준,"Wajoon, Wajun, Oajoon, Oajun"
와카,"Waka, Oaka"
와코,"Wako, Oako"
와쿠,"Wakoo, Waku, Oakoo, Oaku"
와킨,"Wakin, Oakin"
와한,"Wahan, Oahan"
와합,"Wahab, Oahab"
완,"Wan, Oan"
완건,"Wangeon, Oangun"
완걸,"Wangeol, Oangul"
완검,"Wangeom, Oangum"
완결,"Wangyeol, Oangyul, Oangyoul"
완겸,"Wangyeom, Oangyum, Oangyoum"
완교,"Wangyo, Oangyo"
완구,"Wangoo, Wangu, Oangoo, Oangu"
완귀,"Wangwi, Oangwi"
완규,"Wangyu, Oangyu"
완균,"Wangyun, Oangyun"
완근,"Wangeun, Oangun"
완금,"Wangeum, Oangum"
완기,"Wangi, Oangi"
완길,"Wangil, Oangil"
완니,"Wanni, Oanni"
완닝,"Wanning, Oanning"
완대,"Wandae, Oandae"
완도,"Wando, Oando"
완득,"Wandeuk, Oanduck, Oandug"
완렬,"Wanryeol, Oanryul, Oanryoul"
완령,"Wanryeong, Oanryung, Oanryoung"
완림,"Wanrim, Oanrim"
완모,"Wanmo, Oanmo"
완무,"Wanmoo, Wanmu, Oanmoo, Oanmu"
완미,"Wanmi, Oanmi"
완민,"Wanmin, Oanmin"
완밍,"Wanming, Oanming"
완배,"Wanbae, Oanbae"
완백,"Wanbaek, Oanbaeck, Oanbaeg"
완범,"Wanbeom, Oanbum"
완보,"Wanbo, Oanbo"
완봉,"Wanbong, Oanbong"
완빈,"Wanbin, Oanbin"
완산,"Wansan, Oansan"
완상,"Wansang, Oansang"
완서,"Wanseo, Oansu"
완석,"Wanseok, Oansuck, Oansug"
완선,"Wanseon, Oansun"
완섭,"Wanseob, Oansub"
완성,"Wanseong, Oansung"
완세,"Wanse, Oanse"
완소,"Wanso, Oanso"
완솔,"Wansol, Oansol"
완송,"Wansong, Oansong"
완수,"Wansoo, Wansu, Oansoo, Oansu"
완숙,"Wansook, Wansuk, Oansoock, Oansuck, Oansoog, Oansug"
완순,"Wansoon, Wansun, Oansoon, Oansun"
완승,"Wanseung, Oansung"
완식,"Wansik, Oansick, Oansig"
완신,"Wansin, Oansin"
완실,"Wansil, Oansil"
완아,"Wana, Oana"
완애,"Wanae, Oanae"
완야,"Wanya, Oanya"
완여,"Wanyeo, Oanyu, Oanyou"
완연,"Wanyeon, Oanyun, Oanyoun"
완엽,"Wanyeob, Oanyub, Oanyoub"
완영,"Wanyeong, Oanyung, Oanyoung"
완오,"Wano, Oano"
완용,"Wanyong, Oanyong"
완우,"Wanoo, Wanu, Oanoo, Oanu"
완욱,"Wanook, Wanuk, Oanoock, Oanuck, Oanoog, Oanug"
완웅,"Wanoong, Wanung, Oanoong, Oanung"
완유,"Wanyu, Oanyu"
완윤,"Wanyun, Oanyun"
완율,"Wanyul, Oanyul"
완응,"Waneung, Oanung"
완의,"Wanui, Oanui"
완이,"Wani, Oani"
완익,"Wanik, Oanick, Oanig"
완일,"Wanil, Oanil"
완임,"Wanim, Oanim"
완자,"Wanja, Oanja"
완장,"Wanjang, Oanjang"
완재,"Wanjae, Oanjae"
완전,"Wanjeon, Oanjun"
완정,"Wanjeong, Oanjung"
완제,"Wanje, Oanje"
완종,"Wanjong, Oanjong"
완주,"Wanjoo, Wanju, Oanjoo, Oanju"
완준,"Wanjoon, Wanjun, Oanjoon, Oanjun"
완중,"Wanjoong, Wanjung, Oanjoong, Oanjung"
완지,"Wanji, Oanji"
완직,"Wanjik, Oanjick, Oanjig"
완진,"Wanjin, Oanjin"
완쩐,"Wanjjeon, Oanjjun"
완찬,"Wanchan, Oanchan"
완채,"Wanchae, Oanchae"
완철,"Wancheol, Oanchul"
완춘,"Wanchoon, Wanchun, Oanchoon, Oanchun"
완탁,"Wantak, Oantack, Oantag"
완태,"Wantae, Oantae"
완택,"Wantaek, Oantaeck, Oantaeg"
완파,"Wanpa, Oanpa"
완판,"Wanpan, Oanpan"
완표,"Wanpyo, Oanpyo"
완하,"Wanha, Oanha"
완헌,"Wanheon, Oanhun"
완혁,"Wanhyeok, Oanhyuck, Oanhyoug"
완현,"Wanhyeon, Oanhyun, Oanhyoun"
완협,"Wanhyeob, Oanhyub, Oanhyoub"
완형,"Wanhyeong, Oanhyung, Oanhyoung"
완혜,"Wanhye, Oanhye"
완호,"Wanho, Oanho"
완화,"Wanhwa, Oanhoa"
완회,"Wanhoe, Oanhoi"
완효,"Wanhyo, Oanhyo"
완후,"Wanhoo, Wanhu, Oanhoo, Oanhu"
완훈,"Wanhoon, Wanhun, Oanhoon, Oanhun"
완휘,"Wanhwi, Oanhwi"
완희,"Wanhui, Oanhui"
왈리,"Walri, Oalri"
왈빈,"Walbin, Oalbin"
왈선,"Walseon, Oalsun"
왈수,"Walsoo, Walsu, Oalsoo, Oalsu"
왕,"Wang, Oang"
왕가,"Wangga, Oangga"
왕건,"Wanggeon, Oanggun"
왕겸,"Wanggyeom, Oanggyum, Oanggyoum"
왕경,"Wanggyeong, Oanggyung, Oanggyoung"
왕곤,"Wanggon, Oanggon"
왕광,"Wanggwang, Oanggoang"
왕교,"Wanggyo, Oanggyo"
왕구,"Wanggoo, Wanggu, Oanggoo, Oanggu"
왕국,"Wanggook, Wangguk, Oanggoock, Oangguck, Oanggoog, Oanggug"
왕권,"Wanggwon, Oangguon"
왕규,"Wanggyu, Oanggyu"
왕균,"Wanggyun, Oanggyun"
왕근,"Wanggeun, Oanggun"
왕금,"Wanggeum, Oanggum"
왕기,"Wanggi, Oanggi"
왕길,"Wanggil, Oanggil"
왕날,"Wangnal, Oangnal"
왕남,"Wangnam, Oangnam"
왕노,"Wangno, Oangno"
왕대,"Wangdae, Oangdae"
왕도,"Wangdo, Oangdo"
왕돈,"Wangdon, Oangdon"
왕돌,"Wangdol, Oangdol"
왕래,"Wangrae, Oangrae"
왕령,"Wangryeong, Oangryung, Oangryoung"
왕례,"Wangrye, Oangrye"
왕로,"Wangro, Oangro"
왕록,"Wangrok, Oangrock, Oangrog"
왕률,"Wangryul, Oangryul"
왕리,"Wangri, Oangri"
왕린,"Wangrin, Oangrin"
왕림,"Wangrim, Oangrim"
왕마,"Wangma, Oangma"
왕만,"Wangman, Oangman"
왕명,"Wangmyeong, Oangmyung, Oangmyoung"
왕모,"Wangmo, Oangmo"
왕무,"Wangmoo, Wangmu, Oangmoo, Oangmu"
왕민,"Wangmin, Oangmin"
왕박,"Wangbak, Oangback, Oangbag"
왕발,"Wangbal, Oangbal"
왕벌,"Wangbeol, Oangbul"
왕범,"Wangbeom, Oangbum"
왕별,"Wangbyeol, Oangbyul, Oangbyoul"
왕부,"Wangboo, Wangbu, Oangboo, Oangbu"
왕비,"Wangbi, Oangbi"
왕빈,"Wangbin, Oangbin"
왕사,"Wangsa, Oangsa"
왕산,"Wangsan, Oangsan"
왕새,"Wangsae, Oangsae"
왕서,"Wangseo, Oangsu"
왕석,"Wangseok, Oangsuck, Oangsug"
왕선,"Wangseon, Oangsun"
왕설,"Wangseol, Oangsul"
왕섭,"Wangseob, Oangsub"
왕성,"Wangseong, Oangsung"
왕솔,"Wangsol, Oangsol"
왕수,"Wangsoo, Wangsu, Oangsoo, Oangsu"
왕순,"Wangsoon, Wangsun, Oangsoon, Oangsun"
왕승,"Wangseung, Oangsung"
왕식,"Wangsik, Oangsick, Oangsig"
왕신,"Wangsin, Oangsin"
왕아,"Wanga, Oanga"
왕야,"Wangya, Oangya"
왕언,"Wangeon, Oangun"
왕역,"Wangyeok, Oangyuck, Oangyoug"
왕연,"Wangyeon, Oangyun, Oangyoun"
왕열,"Wangyeol, Oangyul, Oangyoul"
왕엽,"Wangyeob, Oangyub, Oangyoub"
왕영,"Wangyeong, Oangyung, Oangyoung"
왕용,"Wangyong, Oangyong"
왕우,"Wangoo, Wangu, Oangoo, Oangu"
왕운,"Wangoon, Wangun, Oangoon, Oangun"
왕원,"Wangwon, Oanguon"
왕유,"Wangyu, Oangyu"
왕윤,"Wangyun, Oangyun"
왕율,"Wangyul, Oangyul"
왕은,"Wangeun, Oangun"
왕의,"Wangui, Oangui"
왕이,"Wangi, Oangi"
왕인,"Wangin, Oangin"
왕일,"Wangil, Oangil"
왕재,"Wangjae, Oangjae"
왕전,"Wangjeon, Oangjun"
왕정,"Wangjeong, Oangjung"
왕제,"Wangje, Oangje"
왕조,"Wangjo, Oangjo"
왕종,"Wangjong, Oangjong"
왕주,"Wangjoo, Wangju, Oangjoo, Oangju"
왕준,"Wangjoon, Wangjun, Oangjoon, Oangjun"
왕지,"Wangji, Oangji"
왕직,"Wangjik, Oangjick, Oangjig"
왕진,"Wangjin, Oangjin"
왕창,"Wangchang, Oangchang"
왕철,"Wangcheol, Oangchul"
왕태,"Wangtae, Oangtae"
왕택,"Wangtaek, Oangtaeck, Oangtaeg"
왕평,"Wangpyeong, Oangpyung, Oangpyoung"
왕포,"Wangpo, Oangpo"
왕표,"Wangpyo, Oangpyo"
왕하,"Wangha, Oangha"
왕학,"Wanghak, Oanghack, Oanghag"
왕헌,"Wangheon, Oanghun"
왕현,"Wanghyeon, Oanghyun, Oanghyoun"
왕호,"Wangho, Oangho"
왕화,"Wanghwa, Oanghoa"
왕회,"Wanghoe, Oanghoi"
왕후,"Wanghoo, Wanghu, Oanghoo, Oanghu"
왕훈,"Wanghoon, Wanghun, Oanghoon, Oanghun"
왕휘,"Wanghwi, Oanghwi"
왕희,"Wanghui, Oanghui"
왜리,"Waeri, Oaeri"
왜여,"Waeyeo, Oaeyu, Oaeyou"
왜왜,"Waewae, Oaeoae"
왜희,"Waehui, Oaehui"
왱디,"Waengdi, Oaengdi"
외경,"Oegyeong, Oigyung, Oigyoung"
외교,"Oegyo, Oigyo"
외구,"Oegoo, Oegu, Oigoo, Oigu"
외돈,"Oedon, Oidon"
외득,"Oedeuk, Oiduck, Oidug"
외련,"Oeryeon, Oiryun, Oiryoun"
외룡,"Oeryong, Oiryong"
외빈,"Oebin, Oibin"
외석,"Oeseok, Oisuck, Oisug"
외선,"Oeseon, Oisun"
외성,"Oeseong, Oisung"
외솔,"Oesol, Oisol"
외수,"Oesoo, Oesu, Oisoo, Oisu"
외숙,"Oesook, Oesuk, Oisoock, Oisuck, Oisoog, Oisug"
외순,"Oesoon, Oesun, Oisoon, Oisun"
외심,"Oesim, Oisim"
외아,"Oea, Oia"
외용,"Oeyong, Oiyong"
외우,"Oewoo, Oiwoo"
외욱,"Oewook, Oiwoock, Oiwoog"
외임,"Oeim, Oiim"
외자,"Oeja, Oija"
외정,"Oejeong, Oijung"
외준,"Oejoon, Oejun, Oijoon, Oijun"
외진,"Oejin, Oijin"
외철,"Oecheol, Oichul"
외택,"Oetaek, Oitaeck, Oitaeg"
외현,"Oehyeon, Oihyun, Oihyoun"
외화,"Oehwa, Oihoa"
요,Yo
요가,Yoga
요건,"Yogeon, Yogun"
요굉,"Yogoeng, Yogoing"
요국,"Yogook, Yoguk, Yogoock, Yoguck, Yogoog, Yogug"
요군,"Yogoon, Yogun"
요기,Yogi
요김,Yogim
요나,Yona
요남,Yonam
요녕,"Yonyeong, Yonyung, Yonyoung"
요니,Yoni
요닐,Yonil
요다,Yoda
요단,Yodan
요담,Yodam
요대,Yodae
요동,Yodong
요두,Yodwoo
요라,Yora
요란,Yoran
요람,Yoram
요랑,Yorang
요령,"Yoryeong, Yoryung, Yoryoung"
요례,Yorye
요루,"Yoroo, Yoru"
요리,Yori
요린,Yorin
요림,Yorim
요명,"Yomyeong, Yomyung, Yomyoung"
요문,"Yomoon, Yomun"
요미,Yomi
요민,Yomin
요반,Yoban
요백,"Yobaek, Yobaeck, Yobaeg"
요벧,Yobed
요벨,Yobel
요비,Yobi
요빈,Yobin
요산,Yosan
요삼,Yosam
요상,Yosang
요새,Yosae
요생,Yosaeng
요서,"Yoseo, Yosu"
요석,"Yoseok, Yosuck, Yosug"
요선,"Yoseon, Yosun"
요섬,"Yoseom, Yosum"
